     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
    260   -3.1000000   36.7800000   4.5    3922.8189236 1980  9 27 19 39 15.00    2     260     260       1.0000000
    261   -2.9670000   36.8330000   3.3    3929.6868634 1980 10  4 16 29  5.00    1     260     260       1.0000000
    262   -4.7280000   36.0620000   3.3    3933.0485069 1980 10  8  1  9 51.00    2     262     262       1.0000000
    263   -1.5680000   37.3620000   3.2    3935.5431829 1980 10 10 13  2 11.00    2     263     263       1.0000000
    264   -6.7020000   36.0070000   3.6    3945.3243634 1980 10 20  7 47  5.00    2     264     264       1.0000000
    265   -3.6000000   37.1670000   3.3    3945.9407523 1980 10 20 22 34 41.00    2     265     265       1.0000000
    266   -4.1170000   36.8250000   3.3    3949.5144907 1980 10 24 12 20 52.00    2     266     266       1.0000000
    267   -5.2150000   37.8330000   4.3    3967.4581713 1980 11 11 10 59 46.00    2     267     267       1.0000000
    268   -0.4850000   38.3570000   3.3    3969.3113889 1980 11 13  7 28 24.00    2     268     268       1.0000000
    269   -1.6700000   37.1480000   3.3    3970.7652199 1980 11 14 18 21 55.00    2     269     269       1.0000000
    270   -5.6730000   36.9180000   4.5    3989.9280903 1980 12  3 22 16 27.00    2     270     270       1.0000000
    271   -4.9320000   36.5230000   3.4    4000.7315046 1980 12 14 17 33 22.00    2     271     271       1.0000000
    272   -1.7200000   37.8480000   4.1    4023.5140509 1981  1  6 12 20 14.00    2     272     272       1.0000000
    273   -3.6280000   37.2550000   3.8    4032.6209491 1981  1 15 14 54 10.00    2     273     273       1.0000000
    274   -5.0470000   36.7370000   3.7    4038.4060532 1981  1 21  9 44 43.00   -1     274     274       1.0000000
    275   -5.0850000   36.6930000   3.5    4038.4613657 1981  1 21 11  4 22.00   -1     274     274       1.0000000
    276   -4.8480000   36.8750000   3.7    4038.4688194 1981  1 21 11 15  6.00   -1     275     274       1.0000000
    277   -3.9750000   37.0150000   3.4    4038.6120602 1981  1 21 14 41 22.00   -1     277     277       1.0000000
    278   -4.4980000   36.6670000   3.5    4038.6257755 1981  1 21 15  1  7.00    2     277     277       1.0000000
    279   -4.7100000   36.8550000   4.2    4038.8601736 1981  1 21 20 38 39.00    2     276     274       1.0000000
    280   -4.5730000   36.5730000   3.4    4038.8638773 1981  1 21 20 43 59.00    1     279     274       1.0000000
    281   -4.3150000   36.4400000   3.8    4038.9252083 1981  1 21 22 12 18.00    1     279     274       1.0000000
    282   -4.8920000   36.6800000   4.0    4039.3279167 1981  1 22  7 52 12.00    1     279     274       1.0000000
    283   -2.6520000   37.0480000   4.2    4039.8956134 1981  1 22 21 29 41.00    2     283     283       1.0000000
    284   -4.9350000   36.9350000   4.6    4042.2209144 1981  1 25  5 18  7.00    2     284     284       1.0000000
    285   -4.3430000   36.4050000   3.5    4042.8557639 1981  1 25 20 32 18.00    2     285     285       1.0000000
    286   -4.2920000   36.6680000   3.2    4042.8972917 1981  1 25 21 32  6.00    1     285     285       1.0000000
    287   -4.8500000   36.9850000   4.1    4042.9004977 1981  1 25 21 36 43.00    1     284     284       1.0000000
    288   -3.6670000   37.1670000   3.3    4052.4821065 1981  2  4 11 34 14.00    2     288     288       1.0000000
    289   -5.8230000   36.3930000   4.4    4062.5328704 1981  2 14 12 47 20.00    2     289     289       1.0000000
    290   -6.1220000   36.2650000   3.4    4063.0341435 1981  2 15  0 49 10.00    1     289     289       1.0000000
    291   -5.3800000   35.9670000   3.2    4063.1672338 1981  2 15  4  0 49.00    2     291     291       1.0000000
    292   -3.9900000   37.1380000   3.7    4068.5889468 1981  2 20 14  8  5.00    2     292     292       1.0000000
    293   -0.5000000   38.3330000   3.3    4070.1629282 1981  2 22  3 54 37.00    2     293     293       1.0000000
    294   -1.9230000   37.2330000   3.5    4076.5975231 1981  2 28 14 20 26.00    2     294     294       1.0000000
    295    0.2150000   38.4930000   5.1    4081.0568519 1981  3  5  1 21 52.00    2     295     295       1.0000000
    296    0.3580000   38.7100000   3.9    4081.1094560 1981  3  5  2 37 37.00    1     295     295       1.0000000
    297   -4.5500000   37.0900000   3.6    4086.4891782 1981  3 10 11 44 25.00    2     297     297       1.0000000
    298   -4.4230000   36.5400000   3.6    4088.8130324 1981  3 12 19 30 46.00    2     298     298       1.0000000
    299   -6.2180000   36.4830000   3.2    4088.9736574 1981  3 12 23 22  4.00   -1     299     299       1.0000000
    300   -6.0250000   36.4370000   3.5    4089.0210764 1981  3 13  0 30 21.00    2     299     299       1.0000000
    301   -6.2850000   36.0780000   3.6    4089.8240278 1981  3 13 19 46 36.00    2     301     301       1.0000000
    302   -6.2030000   36.2020000   3.5    4090.5649074 1981  3 14 13 33 28.00    1     301     301       1.0000000
    303   -2.6680000   36.9080000   3.4    4105.2207870 1981  3 29  5 17 56.00    2     303     303       1.0000000
    304   -1.9720000   38.2850000   4.0    4108.3770023 1981  4  1  9  2 53.00    2     304     304       1.0000000
    305   -4.2750000   37.4400000   4.0    4117.8072801 1981  4 10 19 22 29.00    2     305     305       1.0000000
    306   -0.9000000   38.2850000   3.4    4120.2246181 1981  4 13  5 23 27.00   -1     306     306       1.0000000
    307   -0.9850000   38.2950000   3.6    4120.6240856 1981  4 13 14 58 41.00    2     306     306       1.0000000
    308   -1.7780000   38.2020000   3.4    4126.5061343 1981  4 19 12  8 50.00    2     308     308       1.0000000
    309   -6.2030000   36.4520000   3.9    4154.2600231 1981  5 17  6 14 26.00    2     309     309       1.0000000
    310   -1.2150000   37.6230000   3.6    4167.8926389 1981  5 30 21 25 24.00    2     310     310       1.0000000
    311   -0.6670000   38.0000000   3.3    4176.8231019 1981  6  8 19 45 16.00    2     311     311       1.0000000
    312   -4.6980000   36.1550000   3.4    4176.8639931 1981  6  8 20 44  9.00    2     312     312       1.0000000
    313   -3.6350000   37.0630000   3.8    4177.9643750 1981  6  9 23  8 42.00    2     313     313       1.0000000
    314   -3.5970000   37.1920000   3.4    4177.9659375 1981  6  9 23 10 57.00    1     313     313       1.0000000
    315   -2.9350000   36.6370000   3.6    4188.9390046 1981  6 20 22 32 10.00    2     315     315       1.0000000
    316   -3.3830000   36.9870000   3.2    4188.9464236 1981  6 20 22 42 51.00    1     315     315       1.0000000
    317   -4.8770000   36.8130000   3.6    4257.1698032 1981  8 28  4  4 31.00    2     317     317       1.0000000
    318   -4.6000000   36.2980000   3.4    4259.3339352 1981  8 30  8  0 52.00    2     318     318       1.0000000
    319   -3.7100000   37.3430000   3.5    4270.8562153 1981  9 10 20 32 57.00    2     319     319       1.0000000
    320   -1.1770000   39.6730000   3.2    4277.8529282 1981  9 17 20 28 13.00    2     320     320       1.0000000
    321   -1.1230000   37.7670000   4.1    4278.0270718 1981  9 18  0 38 59.00    2     321     321       1.0000000
    322   -3.6430000   37.2180000   3.5    4281.0552662 1981  9 21  1 19 35.00    2     322     322       1.0000000
    323   -3.5720000   37.2720000   3.4    4281.6768866 1981  9 21 16 14 43.00    1     322     322       1.0000000
    324   -3.0850000   36.4630000   4.1    4287.0681250 1981  9 27  1 38  6.00    2     324     324       1.0000000
    325   -3.5650000   37.8100000   3.7    4295.5182407 1981 10  5 12 26 16.00    2     325     325       1.0000000
    326   -2.9080000   36.7980000   3.4    4300.6749190 1981 10 10 16 11 53.00    2     326     326       1.0000000
    327   -5.5200000   36.9470000   4.2    4302.0930440 1981 10 12  2 13 59.00    2     327     327       1.0000000
    328   -0.7500000   38.1330000   3.8    4331.7779514 1981 11 10 18 40 15.00    2     328     328       1.0000000
    329   -2.3080000   36.9280000   3.6    4336.5512616 1981 11 15 13 13 49.00    2     329     329       1.0000000
    330   -2.6180000   37.0420000   3.4    4371.6170023 1981 12 20 14 48 29.00    2     330     330       1.0000000
    331   -3.7130000   37.0420000   3.8    4380.7910185 1981 12 29 18 59  4.00    2     331     331       1.0000000
    332   -2.2770000   36.6170000   3.4    4400.7795718 1982  1 18 18 42 35.00    2     332     332       1.0000000
    333   -0.3250000   38.0850000   3.2    4404.6033218 1982  1 22 14 28 47.00    2     333     333       1.0000000
    334   -3.8520000   36.6430000   3.3    4412.7934722 1982  1 30 19  2 36.00    2     334     334       1.0000000
    335   -3.0620000   36.5500000   4.0    4433.9861343 1982  2 20 23 40  2.00    2     335     335       1.0000000
    336   -1.6280000   37.7000000   3.8    4439.3501620 1982  2 26  8 24 14.00    2     336     336       1.0000000
    337   -3.8500000   36.7000000   3.9    4448.6846759 1982  3  7 16 25 56.00    2     337     337       1.0000000
    338   -0.8000000   38.3830000   3.8    4457.9574537 1982  3 16 22 58 44.00    2     338     338       1.0000000
    339   -3.9580000   37.2700000   4.0    4477.0393403 1982  4  5  0 56 39.00    2     339     339       1.0000000
    340   -4.0720000   36.2170000   3.2    4486.4590394 1982  4 14 11  1  1.00    2     340     340       1.0000000
    341   -2.4920000   37.3500000   3.3    4525.1193403 1982  5 23  2 51 51.00    2     341     341       1.0000000
    342   -3.0980000   36.4450000   4.0    4530.1569907 1982  5 28  3 46  4.00    2     342     342       1.0000000
    343   -3.0920000   36.8530000   3.4    4542.1124074 1982  6  9  2 41 52.00    2     343     343       1.0000000
    344   -0.9650000   38.7130000   3.2    4557.6771528 1982  6 24 16 15  6.00    2     344     344       1.0000000
    345   -3.1270000   36.8050000   4.1    4558.5004630 1982  6 25 12  0 40.00    2     345     345       1.0000000
    346   -2.6920000   37.1170000   3.4    4558.6137731 1982  6 25 14 43 50.00    1     345     345       1.0000000
    347   -3.9530000   37.0400000   3.6    4567.5405556 1982  7  4 12 58 24.00    2     347     347       1.0000000
    348   -4.7020000   35.9680000   3.4    4567.8149074 1982  7  4 19 33 28.00    2     348     348       1.0000000
    349   -3.8880000   37.1750000   3.8    4569.8876968 1982  7  6 21 18 17.00    2     349     349       1.0000000
    350   -2.9580000   36.7730000   3.5    4585.9468634 1982  7 22 22 43 29.00    2     350     350       1.0000000
    351   -3.0100000   36.3350000   3.2    4610.4961343 1982  8 16 11 54 26.00    2     351     351       1.0000000
    352   -5.9420000   36.0020000   3.3    4618.3038657 1982  8 24  7 17 34.00    2     352     352       1.0000000
    353   -3.8380000   37.0550000   3.7    4635.8332755 1982  9 10 19 59 55.00    2     353     353       1.0000000
    354   -5.4970000   36.9230000   4.1    4658.3575347 1982 10  3  8 34 51.00    2     354     354       1.0000000
    355   -4.8750000   36.6130000   3.4    4658.5071644 1982 10  3 12 10 19.00    1     354     354       1.0000000
    356   -3.3170000   37.3080000   3.6    4663.4015625 1982 10  8  9 38 15.00    2     356     356       1.0000000
    357   -1.8500000   38.7920000   3.7    4665.1388773 1982 10 10  3 19 59.00    2     357     357       1.0000000
    358   -0.5670000   38.7300000   3.5    4689.4617940 1982 11  3 11  4 59.00    2     358     358       1.0000000
    359   -4.4700000   36.9300000   4.0    4690.9382292 1982 11  4 22 31  3.00    2     359     359       1.0000000
    360   -1.8550000   38.4750000   3.2    4692.5159375 1982 11  6 12 22 57.00    2     360     360       1.0000000
    361   -1.1620000   37.0900000   3.9    4692.6891319 1982 11  6 16 32 21.00    2     361     361       1.0000000
    362   -0.6350000   39.4470000   3.3    4719.0139005 1982 12  3  0 20  1.00    2     362     362       1.0000000
    363   -2.7120000   35.8980000   3.5    4736.2193056 1982 12 20  5 15 48.00    2     363     363       1.0000000
    364   -2.2820000   36.5120000   4.3    4747.2248958 1982 12 31  5 23 51.00   -1     364     364       1.0000000
    365   -2.3650000   36.5850000   3.7    4748.6575810 1983  1  1 15 46 55.00   -1     364     364       1.0000000
    366   -2.3420000   36.6730000   3.2    4751.5817245 1983  1  4 13 57 41.00    2     366     366       1.0000000
    367   -2.1820000   36.5450000   3.6    4752.2224190 1983  1  5  5 20 17.00   -1     364     364       1.0000000
    368   -2.1530000   36.4930000   4.9    4753.9138310 1983  1  6 21 55 55.00    2     367     364       1.0000000
    369   -2.4220000   36.6150000   3.2    4753.9587616 1983  1  6 23  0 37.00    1     368     364       1.0000000
    370   -2.3330000   36.5500000   3.6    4754.3527778 1983  1  7  8 28  0.00    1     368     364       1.0000000
    371   -2.3850000   36.6680000   3.5    4755.7340046 1983  1  8 17 36 58.00    1     368     364       1.0000000
    372   -5.3570000   37.0880000   4.0    4757.6288310 1983  1 10 15  5 31.00    2     372     372       1.0000000
    373   -5.3030000   37.0200000   3.4    4758.4085532 1983  1 11  9 48 19.00    1     372     372       1.0000000
    374   -2.1920000   36.5380000   4.5    4759.4224306 1983  1 12 10  8 18.00    1     368     364       1.0000000
    375   -6.4230000   36.2470000   3.5    4759.4812963 1983  1 12 11 33  4.00    2     375     375       1.0000000
    376   -5.4600000   37.1180000   3.8    4760.4424421 1983  1 13 10 37  7.00    1     372     372       1.0000000
    377   -2.3850000   36.5380000   3.3    4761.0610648 1983  1 14  1 27 56.00    1     374     364       1.0000000
    378   -2.4900000   36.6050000   3.4    4767.4229745 1983  1 20 10  9  5.00    2     378     378       1.0000000
    379   -2.8380000   36.4520000   3.6    4767.9113542 1983  1 20 21 52 21.00    2     379     379       1.0000000
    380   -2.2930000   36.5520000   4.4    4768.3820023 1983  1 21  9 10  5.00    1     374     364       1.0000000
    381   -2.4580000   36.6570000   3.7    4773.0747454 1983  1 26  1 47 38.00    2     381     381       1.0000000
    382   -2.3620000   36.5770000   3.3    4774.3889236 1983  1 27  9 20  3.00    1     380     364       1.0000000
    383   -5.3250000   37.0500000   4.3    4786.3390509 1983  2  8  8  8 14.00    2     383     383       1.0000000
    384   -3.7450000   36.9880000   3.8    4801.7044676 1983  2 23 16 54 26.00    2     384     384       1.0000000
    385   -2.2230000   36.4900000   4.3    4805.4518056 1983  2 27 10 50 36.00    2     385     385       1.0000000
    386   -2.2550000   36.5230000   4.1    4805.4576042 1983  2 27 10 58 57.00    1     385     385       1.0000000
    387   -2.5670000   36.2750000   3.9    4805.6867477 1983  2 27 16 28 55.00    1     385     385       1.0000000
